Process 0 running at 3Hz
[1678248893585993873] | 1,0,0 | 0 | INTERNAL
[1678248905587302473] | 37,0,47 | 0 | RECEIVE
[1678248905920604278] | 38,0,48 | 0 | RECEIVE
[1678248906253843156] | 39,0,50 | 0 | RECEIVE
[1678248906587114720] | 40,0,51 | 0 | RECEIVE
[1678248906920352131] | 41,0,52 | 0 | RECEIVE
[1678248907253698984] | 42,0,52 | 0 | SEND
[1678248907587002465] | 43,0,52 | 0 | INTERNAL
[1678248907920329273] | 44,0,52 | 0 | INTERNAL
[1678248908253554043] | 45,0,52 | 0 | INTERNAL
[1678248908587132979] | 46,0,52 | 0 | INTERNAL
[1678248908920834906] | 47,0,52 | 0 | INTERNAL
[1678248909254163251] | 48,0,52 | 0 | INTERNAL
[1678248909587700980] | 49,0,52 | 0 | SEND
[1678248909921423510] | 50,0,52 | 0 | DOUBLE SEND
[1678248910254743334] | 51,0,52 | 0 | INTERNAL
[1678248910588319685] | 52,0,52 | 0 | INTERNAL
[1678248910921651312] | 53,0,52 | 0 | DOUBLE SEND
[1678248911254930068] | 54,0,52 | 0 | INTERNAL
[1678248911588506629] | 55,0,52 | 0 | INTERNAL
[1678248911922062028] | 56,0,72 | 0 | RECEIVE
[1678248912255340155] | 57,0,72 | 0 | INTERNAL
[1678248912588886544] | 58,0,72 | 0 | INTERNAL
[1678248912922536090] | 59,0,76 | 1 | RECEIVE
[1678248913255843480] | 60,0,77 | 0 | RECEIVE
[1678248913589518098] | 61,0,79 | 0 | RECEIVE
[1678248913922861178] | 62,0,80 | 1 | RECEIVE
[1678248914256149362] | 63,0,81 | 0 | RECEIVE
[1678248914589547198] | 64,0,83 | 0 | RECEIVE
[1678248914923087440] | 65,0,84 | 0 | RECEIVE
[1678248915256362145] | 66,0,84 | 0 | INTERNAL
[1678248915590027823] | 67,0,84 | 0 | DOUBLE SEND
[1678248915923327879] | 68,0,84 | 0 | INTERNAL
[1678248916256856388] | 69,0,84 | 0 | INTERNAL
[1678248916590453621] | 70,0,84 | 0 | SEND
[1678248916923740477] | 71,0,84 | 0 | INTERNAL
[1678248917257688664] | 72,0,84 | 0 | SEND
[1678248917591287852] | 73,0,84 | 0 | SEND
[1678248917924857427] | 74,0,84 | 0 | INTERNAL
[1678248918258138556] | 75,0,84 | 0 | INTERNAL
[1678248918591700169] | 76,0,84 | 0 | INTERNAL
[1678248918924999178] | 77,0,84 | 0 | DOUBLE SEND
[1678248919258316275] | 78,0,84 | 0 | INTERNAL
[1678248919591622477] | 79,0,84 | 0 | INTERNAL
[1678248919924952216] | 80,0,84 | 0 | SEND
[1678248920258230900] | 81,0,84 | 0 | INTERNAL
[1678248920591836164] | 82,0,84 | 0 | INTERNAL
[1678248920925185388] | 83,0,84 | 0 | SEND
[1678248921258490821] | 84,0,84 | 0 | INTERNAL
[1678248921592058719] | 85,0,111 | 0 | RECEIVE
[1678248921925413880] | 86,0,111 | 0 | DOUBLE SEND
[1678248922258627052] | 87,0,111 | 0 | INTERNAL
[1678248922592233642] | 88,0,111 | 0 | INTERNAL
[1678248922925981452] | 89,0,111 | 0 | SEND
[1678248923259199233] | 90,0,111 | 0 | INTERNAL
[1678248923592909189] | 91,0,111 | 0 | INTERNAL
[1678248923926231663] | 92,0,111 | 0 | INTERNAL
[1678248924259444415] | 93,0,111 | 0 | INTERNAL
[1678248924592705498] | 94,0,111 | 0 | INTERNAL
[1678248924925998988] | 95,0,111 | 0 | INTERNAL
[1678248925259333195] | 96,0,111 | 0 | INTERNAL
[1678248925592643027] | 97,0,111 | 0 | INTERNAL
[1678248925925934002] | 98,0,129 | 0 | RECEIVE
[1678248926259220088] | 99,0,129 | 0 | INTERNAL
[1678248926592510365] | 100,0,129 | 0 | SEND
[1678248926925783879] | 101,0,129 | 0 | INTERNAL
[1678248927259093990] | 102,0,129 | 0 | INTERNAL
[1678248927592603150] | 103,0,129 | 0 | INTERNAL
[1678248927926163154] | 104,0,129 | 0 | INTERNAL
[1678248928259425494] | 105,0,129 | 0 | INTERNAL
[1678248928592758163] | 106,0,129 | 0 | DOUBLE SEND
[1678248928926073024] | 107,0,141 | 0 | RECEIVE
[1678248929259346887] | 108,0,141 | 0 | INTERNAL
[1678248929592909964] | 109,0,143 | 0 | RECEIVE
[1678248929926092334] | 110,0,144 | 0 | RECEIVE
[1678248930259355650] | 111,0,144 | 0 | INTERNAL
[1678248930592910137] | 112,0,144 | 0 | INTERNAL
[1678248930926191822] | 113,0,144 | 0 | SEND
[1678248931259719279] | 114,0,144 | 0 | INTERNAL
[1678248931592998659] | 115,0,144 | 0 | INTERNAL
[1678248931926277480] | 116,0,144 | 0 | INTERNAL
[1678248932259522498] | 117,0,154 | 0 | RECEIVE
[1678248932593063853] | 118,0,154 | 0 | INTERNAL
[1678248932926303563] | 119,0,156 | 0 | RECEIVE
[1678248933259598517] | 120,0,156 | 0 | SEND
[1678248933593287657] | 121,0,156 | 0 | DOUBLE SEND
[1678248933926604332] | 122,0,156 | 0 | INTERNAL
[1678248934260212246] | 123,0,156 | 0 | DOUBLE SEND
[1678248934593549803] | 124,0,156 | 0 | DOUBLE SEND
[1678248934926907335] | 125,0,156 | 0 | DOUBLE SEND
[1678248935260387578] | 126,0,156 | 0 | DOUBLE SEND
[1678248935593979289] | 127,0,156 | 0 | INTERNAL
[1678248935927265792] | 128,0,168 | 0 | RECEIVE
[1678248936260539583] | 129,0,170 | 0 | RECEIVE
[1678248936593976315] | 130,0,170 | 0 | INTERNAL
[1678248936927264494] | 131,0,173 | 0 | RECEIVE
[1678248937260860185] | 132,0,173 | 0 | INTERNAL
[1678248937594592137] | 133,0,173 | 0 | SEND
[1678248937927882201] | 134,0,176 | 1 | RECEIVE
[1678248938261159484] | 135,0,177 | 1 | RECEIVE
[1678248938594740718] | 136,0,178 | 0 | RECEIVE
[1678248938928165157] | 137,0,181 | 0 | RECEIVE
[1678248939261688282] | 138,0,181 | 0 | INTERNAL
[1678248939595250868] | 139,0,181 | 0 | INTERNAL
[1678248939928760654] | 140,0,184 | 0 | RECEIVE
[1678248940262263664] | 141,0,184 | 0 | INTERNAL
[1678248940595826250] | 142,0,184 | 0 | INTERNAL
[1678248940929458118] | 143,0,189 | 0 | RECEIVE
[1678248941263018468] | 144,0,189 | 0 | DOUBLE SEND
[1678248941596655784] | 145,0,189 | 0 | INTERNAL
[1678248941929991244] | 146,0,189 | 0 | INTERNAL
[1678248942264076105] | 147,0,189 | 0 | INTERNAL
[1678248942597647141] | 148,0,195 | 0 | RECEIVE
[1678248942930965560] | 149,0,196 | 0 | RECEIVE
[1678248943264260022] | 150,0,196 | 0 | INTERNAL
[1678248943597608682] | 151,0,196 | 0 | DOUBLE SEND
[1678248943930946098] | 152,0,196 | 0 | INTERNAL
[1678248944264485984] | 153,0,196 | 0 | INTERNAL
[1678248944598139223] | 154,0,196 | 0 | INTERNAL
[1678248944931460225] | 155,0,196 | 0 | INTERNAL
[1678248945264980835] | 156,0,196 | 0 | INTERNAL
[1678248945598569749] | 157,0,196 | 0 | SEND
[1678248945932118086] | 158,0,209 | 0 | RECEIVE
[1678248946265624378] | 159,0,210 | 0 | RECEIVE
[1678248946599101126] | 160,0,210 | 0 | INTERNAL
[1678248946932638707] | 161,0,210 | 0 | INTERNAL
[1678248947266143672] | 162,0,214 | 0 | RECEIVE
[1678248947599450076] | 163,0,214 | 0 | SEND
[1678248947932944146] | 164,0,216 | 0 | RECEIVE
[1678248948266501002] | 165,0,216 | 0 | INTERNAL
[1678248948599794416] | 166,0,216 | 0 | INTERNAL
[1678248948933419997] | 167,0,220 | 0 | RECEIVE
[1678248949267313769] | 168,0,220 | 0 | SEND
[1678248949600561507] | 169,0,220 | 0 | INTERNAL
[1678248949933836482] | 170,0,220 | 0 | INTERNAL
[1678248950267307293] | 171,0,220 | 0 | SEND
[1678248950600579335] | 172,0,220 | 0 | INTERNAL
[1678248950934016134] | 173,0,220 | 0 | DOUBLE SEND
[1678248951267368144] | 174,0,220 | 0 | INTERNAL
[1678248951600939737] | 175,0,220 | 0 | INTERNAL
[1678248951934255360] | 176,0,220 | 0 | INTERNAL
[1678248952267990591] | 177,0,234 | 0 | RECEIVE
[1678248952601540043] | 178,0,234 | 0 | SEND
[1678248952935116944] | 179,0,234 | 0 | SEND
[1678248953268452750] | 180,0,234 | 0 | SEND
[1678248953601724303] | 181,0,234 | 0 | INTERNAL
[1678248953935290657] | 182,0,240 | 0 | RECEIVE
[1678248954268593288] | 183,0,241 | 0 | RECEIVE
[1678248954601928746] | 184,0,243 | 0 | RECEIVE
